연도,영화제,장르,출품작,감독,출품분야,수상내역,수상인
2008,디렉터스 컷 어워즈,일반(종합),미쓰 홍당무,이경미,,올해의 새로운 여자배우상,서우
2008,디렉터스 컷 어워즈,일반(종합),추격자,나홍진,,올해의 신인 감독상,나홍진
2008,디렉터스 컷 어워즈,일반(종합),영화는 영화다,장훈,,올해의 제작자상,김기덕
2008,디렉터스 컷 어워즈,일반(종합),추격자,나홍진,,올해의 제작자상,박찬욱
2008,푸와티에 국제학생영화제,일반(종합),쌍둥이들,문제용,Competition,,
2008,푸와티에 국제학생영화제,일반(종합),汗,나홍진,Competition,,
2008,푸와티에 국제학생영화제,일반(종합),연화,임성현,Competition,,
2008,푸와티에 국제학생영화제,일반(종합),흑구,손동락,Competition,,
2008,푸와티에 국제학생영화제,일반(종합),Johnny Goes to Texas,이준학,Competition,,
2008,탈린 블랙나이츠 영화제,일반(종합),기담,"정식,정범식",.,,
2008,필마시아 영화제,일반(종합),바르게 살자,라희찬,Korean Box-Office Hits,,
2008,필마시아 영화제,일반(종합),여고괴담 두번째 이야기,"김태용,민규동",Korean Horror Night,,
2008,탈린 블랙나이츠 영화제,일반(종합),낮술,노영석,Eastern Sunrise,,
2008,필마시아 영화제,일반(종합),왕의 남자,이준익,Korean Box-Office Hits,,
2008,숏컷 쾰른 국제단편영화제,단편,불을 지펴라,이종필,International Competition 4,,
2008,탈린 블랙나이츠 영화제,일반(종합),"좋은 놈, 나쁜 놈, 이상한 놈",김지운,Night Films,,
2008,필마시아 영화제,일반(종합),"좋은 놈, 나쁜 놈, 이상한 놈",김지운,"Korean Box-Office Hits, FILMASIA closing",,
2008,필마시아 영화제,일반(종합),D-day-어느날 갑자기 세번째 이야기,김은경,Korean Horror Night,,
2008,멀티비전 국제애니메이션아트영화제,애니,도시에서 그녀가 피할 수 없는 것들,박지연,,2nd Place,
2008,탈린 블랙나이츠 영화제,일반(종합),모차르트 타운,전규환,Official Competition Programme EurAsia,,
2008,탈린 블랙나이츠 영화제,일반(종합),아름답다,전재홍,Eastern Sunrise,,
2008,필마시아 영화제,일반(종합),헨젤과 그레텔,임필성,Korean Box-Office Hits,,
2008,탈린 블랙나이츠 영화제,일반(종합),세븐 데이즈,원신연,Eastern Sunrise,,
2008,숏컷 쾰른 국제단편영화제,단편,모퉁이의 남자,이진우,International Competition 5,,
2008,탈린 블랙나이츠 영화제,일반(종합),추격자,나홍진,Screen International Critics' Choice,,
2008,엑상프로방스 국제단편영화제,단편,이렇게는 계속할 수 없어요.,윤성호,Travel Books II,,
2008,엑상프로방스 국제단편영화제,단편,도시의 옷가게,문성혁,"Competition V, Int'l Competition",,
2008,올림피아 국제아동청소년영화제,청소년,웅이 이야기,,Competition,,
2008,엑상프로방스 국제단편영화제,단편,,,Travel Books II,,
2008,브라티슬라바 국제영화제,일반(종합),추격자,나홍진,GMT,,
2008,대한민국 영화대상,일반(종합),추격자,나홍진,,최우수작품상,
2008,대한민국 영화대상,일반(종합),추격자,나홍진,,감독상,나홍진
2008,대한민국 영화대상,일반(종합),영화는 영화다,장훈,,신인남우상,강지환
2008,대한민국 영화대상,일반(종합),세븐 데이즈,원신연,,남우조연상,박희순
2008,대한민국 영화대상,일반(종합),미쓰 홍당무,이경미,,신인여우상,서우
2008,대한민국 영화대상,일반(종합),추격자,나홍진,,각본각색상,나홍진
2008,대한민국 영화대상,일반(종합),추격자,나홍진,,신인감독상,나홍진
2008,대한민국 영화대상,일반(종합),우리 생애 최고의 순간,임순례,,여우조연상,김지영
2008,대한민국 영화대상,일반(종합),미쓰 홍당무,이경미,,여우주연상,공효진
2008,대한민국 영화대상,일반(종합),추격자,나홍진,,남우주연상,김윤석
2008,스톡홀름 국제영화제,일반(종합),추격자,나홍진,Specialvisning,,
2008,암스테르담 국제다큐멘터리영화제,다큐,,,International Competition,,
2008,스톡홀름 국제영화제,일반(종합),리튼,김병우,Asian Images,,
2008,홍콩 독립영화제,일반(종합),라라 선샤인,김아론,Feature,,
2008,스톡홀름 국제영화제,일반(종합),비몽,김기덕,Asian Images,,
2008,홍콩 독립영화제,일반(종합),킵 워킹,배수경,Documentary,,
2008,홍콩 독립영화제,일반(종합),소이연,김진만,Shorts Programme,,
2008,홍콩 독립영화제,일반(종합),3xFTM,김일란,Documentary,,
2008,홍콩 독립영화제,일반(종합),외할머니와 레슬링,임형섭,Shorts Programme,,
2008,스톡홀름 국제영화제,일반(종합),낮술,노영석,Specialvisning,,
2008,홍콩 독립영화제,일반(종합),진옥 언니 학교 가다,김진열,Documentary,,
2008,스톡홀름 국제영화제,일반(종합),GP 506,공수창,.,,
2008,홍콩 독립영화제,일반(종합),모퉁이의 남자,이진우,Shorts Programme,,
2008,스톡홀름 국제영화제,일반(종합),"좋은 놈, 나쁜 놈, 이상한 놈",김지운,Asian Images,,
2008,도쿄 필맥스,일반(종합),밤과 낮,홍상수,Special Screenings,,
2008,홍콩 독립영화제,일반(종합),Synching Blue,서원태,Special Recommendation,,
2008,토리노 영화제,일반(종합),비몽,김기덕,OUT OF COMPETITION,,
2008,소리아 국제단편영화제,단편,애니멀 타운,전규환,Competition,Best Animation Shortfilm,
2008,토리노 영화제,일반(종합),밤과 낮,홍상수,OUT OF COMPETITION,Special Jury Prize,
2008,테살로니키 국제영화제,일반(종합),"좋은 놈, 나쁜 놈, 이상한 놈",김지운,ID-08 Special Screenings,,
2008,비엔나 어린이 영화제,청소년,날아라 허동구,박규태,Main Program,Prize of the Children's Jury,
2008,테살로니키 국제영화제,일반(종합),"빗자루, 금붕어 되다",김동주,International Competition,,
2008,대구단편영화제,단편,올드 랭 사인,소준문,,촬영상,권순경
2008,대구단편영화제,단편,기린과 아프리카,김민숙,,우수상,김민숙
2008,대구단편영화제,단편,기린과 아프리카,김민숙,,연기상,한예리
2008,대구단편영화제,단편,잔소리,최정열,,대상,최정열
2008,마이애미 단편영화제,단편,목욕탕,홍인표,,,
2008,믹스 브라질 영화제,일반(종합),진영이,이성은,,,
2008,마이애미 단편영화제,단편,마당위의 아이,홍태이,,,
2008,리스본 & 신트라 영화제,일반(종합),밤과 낮,홍상수,,,
2008,뮌헨 국제학생영화제,단편,汗,나홍진,Competition,,
2008,대만 금마장 영화제,일반(종합),스탑,박재옥,International Animation Panorama / Int’l Digital Animation Shorts Competition B,,
2008,민스크 국제영화제,일반(종합),별이 빛나는 밤에?,"김미진,오주희,주세영",Competition,,
2008,대만 금마장 영화제,일반(종합),밤과 낮,홍상수,Gala Presentations / Auteur v.s Auteur,,
2008,포폴리 국제다큐멘터리영화제,다큐,과거는 낯선 나라다,김응수,,,
2008,대만 금마장 영화제,일반(종합),추격자,나홍진,Midnight Fever / Creepy Funky Sexy,,
2008,민스크 국제영화제,일반(종합),,,Competition,,
2008,대만 금마장 영화제,일반(종합),더 홀,지혜천,International Animation Panorama / Int’l Digital Animation Shorts Competition B,,
2008,청룡영화상,일반(종합),님은 먼 곳에,이준익,,음악상,방준석
2008,청룡영화상,일반(종합),아내가 결혼했다,정윤수,,여우주연상,손예진
2008,청룡영화상,일반(종합),모던보이,정지우,,,강대희
2008,청룡영화상,일반(종합),모던보이,정지우,,기술상,
2008,청룡영화상,일반(종합),"좋은 놈, 나쁜 놈, 이상한 놈",김지운,,인기스타상,정우성
2008,청룡영화상,일반(종합),"좋은 놈, 나쁜 놈, 이상한 놈",김지운,,촬영상,이모개
2008,청룡영화상,일반(종합),"좋은 놈, 나쁜 놈, 이상한 놈",김지운,,미술상,조화성
2008,청룡영화상,일반(종합),"좋은 놈, 나쁜 놈, 이상한 놈",김지운,,감독상,김지운
2008,청룡영화상,일반(종합),아내가 결혼했다,정윤수,,베스트 커플상,김주혁
2008,청룡영화상,일반(종합),아내가 결혼했다,정윤수,,인기스타상,손예진
2008,청룡영화상,일반(종합),용의주도 미스신,박용집,,신인여우상,한예슬
2008,청룡영화상,일반(종합),아내가 결혼했다,정윤수,,베스트 커플상,손예진
2008,청룡영화상,일반(종합),6년째 연애중,박현진,,인기스타상,김하늘
2008,청룡영화상,일반(종합),영화는 영화다,장훈,,신인남우상,강지환
2008,청룡영화상,일반(종합),우리 생애 최고의 순간,임순례,,여우조연상,김지영
2008,청룡영화상,일반(종합),추격자,나홍진,,남우주연상,김윤석
2008,청룡영화상,일반(종합),우리 생애 최고의 순간,임순례,,최우수 작품상,임순례
2008,청룡영화상,일반(종합),영화는 영화다,장훈,,신인남우상,소지섭
2008,청룡영화상,일반(종합),님은 먼 곳에,이준익,,음악상,이병훈
2008,청룡영화상,일반(종합),미쓰 홍당무,이경미,,각본상,이경미
2008,청룡영화상,일반(종합),미쓰 홍당무,이경미,,신인감독상,이경미
2008,청룡영화상,일반(종합),세븐 데이즈,원신연,,남우조연상,박희순
2008,청룡영화상,일반(종합),강철중: 공공의 적 1-1,강우석,,인기스타상,설경구
2008,리즈 국제영화제,일반(종합),비몽,김기덕,Official Selection,,
2008,리즈 국제영화제,일반(종합),판타스틱 자살소동,"김성호,조창호,박수영",Fanomenon,,
2008,리즈 국제영화제,일반(종합),유년기의 끝,김재원,.,,
2008,리즈 국제영화제,일반(종합),,,,,
2008,대전독립영화제,일반(종합),사랑은 단백질,연상호,한국독립영화 현재 진행형,,
2008,콜카타 국제영화제,일반(종합),빈집,김기덕,Discovery,,
2008,대전독립영화제,일반(종합),Eden,김혜원,본선 경쟁,최우수 작품상,김혜원
2008,대전독립영화제,일반(종합),암사자들,홍재희,한국독립영화 현재 진행형,,
2008,대전독립영화제,일반(종합),이제는 말할 수 있다,정승구,한국독립영화 현재 진행형,,
2008,테헤란 국제단편영화제,단편,하늘은 파란색. 나도 파란색 너도 파란색,한유미,A Tribute to South Korean short films,,
2008,콜카타 국제영화제,일반(종합),사마리아,김기덕,Discovery,,
2008,테헤란 국제단편영화제,단편,나의 아저씨,박현진,A Tribute to South Korean short films,,
2008,대전독립영화제,일반(종합),네 쌍둥이 자살,강진아,한국독립영화 현재 진행형,,
2008,대전독립영화제,일반(종합),여고생이다,박지완,한국독립영화 현재 진행형,,
2008,콜카타 국제영화제,일반(종합),봄 여름 가을 겨울 그리고 봄,김기덕,Discovery,,
2008,테헤란 국제단편영화제,단편,캐틀트럭,조성준,A Tribute to South Korean short films,,
2008,대전독립영화제,일반(종합),밥묵자,민성아,한국독립영화 현재 진행형,,
2008,테헤란 국제단편영화제,단편,위드 올 위드아웃 유,정수연,,,
2008,대전독립영화제,일반(종합),적의 사과,이수진,한국독립영화 현재 진행형,,
2008,대전독립영화제,일반(종합),이사하기 좋은 날,김지연,연대와 유대의 초대,,
2008,콜카타 국제영화제,일반(종합),시간,김기덕,Discovery,,
2008,대전독립영화제,일반(종합),외할머니와 레슬링,임형섭,한국독립영화 현재 진행형,,
2008,콜카타 국제영화제,일반(종합),숨,김기덕,Discovery,,
2008,대전독립영화제,일반(종합),보랏빛 하늘,박영민,단편경쟁,,
2008,대전독립영화제,일반(종합),올드 랭 사인,소준문,한국독립영화 현재 진행형,,
2008,테헤란 국제단편영화제,단편,소풍,민고은,A Tribute to South Korean short films,,
2008,콜카타 국제영화제,일반(종합),활,김기덕,Discovery,,
2008,슬립워커스 학생영화제,일반(종합),스탑,박재옥,Student film competition,,
2008,빅카툰애니메이션영화제,애니,육다골대녀,이애림,.,,
2008,샌프란시스코 국제애니매이션 영화제,애니,흑구,손동락,Locomotion,,
2008,프라하 단편영화제,단편,汗,나홍진,Lab-Experiment and New ways,,
2008,빅카툰애니메이션영화제,애니,흑구,손동락,.,,
2008,슬립워커스 학생영화제,일반(종합),나이브 데이즈,박유찬,Student film competition,,
2008,마르델플라타 국제영화제,일반(종합),숨,김기덕,Closing,,
2008,마르델플라타 국제영화제,일반(종합),"좋은 놈, 나쁜 놈, 이상한 놈",김지운,Panorama | Trash Nights,,
2008,프라하 단편영화제,단편,수박 병아리,원종식,Apocalypse,,
2008,빅카툰애니메이션영화제,애니,지워버리다,황보새별,.,,
2008,슬립워커스 학생영화제,일반(종합),시대역전 일처다부,김희재,,,
2008,판시네 - 말라가 판타스틱영화제,판타지,므이,김태경,Seccion Informativa,,
2008,판시네 - 말라가 판타스틱영화제,판타지,기담,"정식,정범식",Seccion Informativa,,
2008,광화문국제단편영화제,단편,웨이 홈,에릭 오,,,
2008,광화문국제단편영화제,단편,7인의 초인과 괴물F,박종영,,,
2008,광화문국제단편영화제,단편,데스퍼럿 크로싱,전민석,국제경쟁부문,,
2008,광화문국제단편영화제,단편,누구세요?,장세경,,,
2008,광화문국제단편영화제,단편,허그,이상희,,,
2008,광화문국제단편영화제,단편,씨뿔,이정욱,,,
2008,광화문국제단편영화제,단편,동행,김제영,Asiana International Short Film Festival,,
2008,광화문국제단편영화제,단편,창경원,천기학,트래블링쇼츠인코리아,,
2008,광화문국제단편영화제,단편,나도 모르게,유지태,Asiana International Short Film Festival,,
2008,리옹 아시아 영화제,일반(종합),"마스크 속, 은밀한 자부심",노덕,.,,
2008,리옹 아시아 영화제,일반(종합),죽어라지마,류훈,.,,
2008,리옹 아시아 영화제,일반(종합),취화선,임권택,R？sum？,,
2008,아시아 필름페스트,일반(종합),추격자,나홍진,S？dkorea 2008,,
2008,인터필름 - 베를린 국제단편영화제,단편,천년기린,원종식,SP 06 / Asia Deli,,
2008,인터필름 - 베를린 국제단편영화제,단편,스탑,박재옥,SP 06 / Asia Deli,,
2008,리우데자네이루 국제단편영화제,단편,노리노이,최은진,Children’s Program,,
2008,리옹 아시아 영화제,일반(종합),올드보이,박찬욱,,,
2008,아시아 필름페스트,일반(종합),비몽,김기덕,S？dkorea 2008,,
2008,리옹 아시아 영화제,일반(종합),汗,나홍진,.,,
2008,리옹 아시아 영화제,일반(종합),파이란,송해성,,,
2008,리옹 아시아 영화제,일반(종합),처음 만난 사람들,김동현,Feature Film,,
2008,리옹 아시아 영화제,일반(종합),외계의 제 19호 계획,민동현,.,,
2008,대만 국제다큐멘터리영화제,다큐,파산의 기술,이강현,Globalization,,
2008,리우데자네이루 국제단편영화제,단편,汗,나홍진,Youngsters Programme,,
2008,인터필름 - 베를린 국제단편영화제,단편,잔소리,최정열,"IC 03 / Family Games, SP 06 / Asia Deli",,
2008,리옹 아시아 영화제,일반(종합),망막,김은경,.,,
2008,리옹 아시아 영화제,일반(종합),리튼,김병우,,,
2008,리우데자네이루 국제단편영화제,단편,불을 지펴라,이종필,International Competition,,
2008,리옹 아시아 영화제,일반(종합),비둘기,강만진,.,,
2008,아시아 필름페스트,일반(종합),GP 506,공수창,S？dkorea 2008,,
2008,리옹 아시아 영화제,일반(종합),포 더 피스 오브 올 맨카인드,이석훈,.,,
2008,리옹 아시아 영화제,일반(종합),순간접착제,이석훈,.,,
2008,리옹 아시아 영화제,일반(종합),우리들의 일그러진 영웅,박종원,R?sum?,,
2008,리옹 아시아 영화제,일반(종합),그녀에게,이지원,.,,
2008,아시아 필름페스트,일반(종합),아름답다,전재홍,S？dkorea 2008,,
2008,리우데자네이루 국제단편영화제,단편,스탑,박재옥,Cinefondation Programme,,
2008,레호보스 비치 독립영화제,독립,진영이,이성은,Short Films,,
2008,리옹 아시아 영화제,일반(종합),주먹이 운다(Crying Fist),류승완,,,
2008,아시아 필름페스트,일반(종합),다찌마와리,류승완,S？dkorea 2008,,
2008,리옹 아시아 영화제,일반(종합),별별 이야기 2-여섯 빛깔 무지개,"권미정,박용제,안동희,이홍민,이홍수,정민영,홍덕표,권미정",Feature Film,,
2008,리옹 아시아 영화제,일반(종합),라라 선샤인,김아론,초청 상영,,
2008,리옹 아시아 영화제,일반(종합),식객,전윤수,,,
2008,리옹 아시아 영화제,일반(종합),추격자,나홍진,Premi？re Closing,,
2008,리옹 아시아 영화제,일반(종합),Oh! 뷰리플 라이프,김인숙,,,
2008,한국영화평론가협회상,일반(종합),밤과 낮,홍상수,,최우수 작품상,홍상수
2008,한국영화평론가협회상,일반(종합),크로싱,김태균,,음악상,김태성
2008,한국영화평론가협회상,일반(종합),신기전,김유진,,촬영상,변희성
2008,한국영화평론가협회상,일반(종합),비몽,김기덕,,감독상,김기덕
2008,한국영화평론가협회상,일반(종합),밤과 낮,홍상수,,각본상,홍상수
2008,한국영화평론가협회상,일반(종합),모던보이,정지우,,기술상,조상경
2008,한국영화평론가협회상,일반(종합),영화는 영화다,장훈,,신인감독상,장훈
2008,한국영화평론가협회상,일반(종합),님은 먼 곳에,이준익,,여우주연상,수애
2008,한국영화평론가협회상,일반(종합),영화는 영화다,장훈,,남우주연상,소지섭
2008,한국영화평론가협회상,일반(종합),영화는 영화다,장훈,,신인남우상,강지환
2008,한국영화평론가협회상,일반(종합),미쓰 홍당무,이경미,,신인여우상,서우
2008,파리국제레즈비언페미니스트영화제,퀴어,킵 워킹,배수경,S？ance Cour(t)s toujours,,
2008,애니메이션네이션영화제,애니,소이연,김진만,International Shorts Showcase 2,,
2008,라이프치히 국제애니메이션&다큐멘터리영화제,일반(종합),복잡한 머리,이문주,Neue Deutsche Animation 1,,
2008,핑크스크린 - 브뤼셀 퀴어영화제,퀴어,왕의 남자,이준익,,,
2008,대한민국청소년영화제,청소년,양두마리,김준,청년부문,특별상,김준
2008,로마 국제영화제,일반(종합),이리,장률,Cinema 2008 Official Competition,,
2008,BFI 런던 영화제,일반(종합),밤과 낮,홍상수,World Cinema,,
2008,리놀륨 국제실험애니메이션영화제,애니,쥐덫,한운,,,
2008,BFI 런던 영화제,일반(종합),헨젤과 그레텔,임필성,World Cinema,,
2008,리놀륨 국제실험애니메이션영화제,애니,둥지,최수인,,,
2008,리놀륨 국제실험애니메이션영화제,애니,흑구,손동락,,,
2008,리놀륨 국제실험애니메이션영화제,애니,동물농장,정민지,,,
2008,BFI 런던 영화제,일반(종합),"좋은 놈, 나쁜 놈, 이상한 놈",김지운,Film on the Square,,
2008,리놀륨 국제실험애니메이션영화제,애니,소이연,김진만,,,
2008,시네마닐라 국제영화제,일반(종합),은하해방전선,윤성호,South Korean Cinema,,
2008,이흘라바 국제다큐멘터리영화제,다큐,그녀의 여름,안선희,Opus Bonum,,
2008,비엔나 국제영화제,일반(종합),검은 땅의 소녀와,전수일,,,
2008,비엔나 국제영화제,일반(종합),밀양,이창동,,,
2008,시카고 국제영화제,일반(종합),"좋은 놈, 나쁜 놈, 이상한 놈",김지운,WORLD CINEMA,,
2008,시카고 국제영화제,일반(종합),추격자,나홍진,AFTER DARK,,
2008,시카고 국제영화제,일반(종합),아름답다,전재홍,NEW DIRECTORS,,
2008,시네마닐라 국제영화제,일반(종합),트로피컬 마닐라,이상우,.,,
2008,비엔나 국제영화제,일반(종합),밤과 낮,홍상수,,,
2008,커르토커르키토 국제단편영화제,단편,도시의 옷가게,문성혁,INTERNACIONAL 4,,
2008,커르토커르키토 국제단편영화제,단편,암사자들,홍재희,INTERNACIONAL 9,,
2008,도쿄 국제영화제,일반(종합),충녀,김기영,Winds of Asia-Middle East,,
2008,도쿄 국제영화제,일반(종합),디워,심형래,Special Screenings,,
2008,도쿄 국제영화제,일반(종합),고려장,김기영,Winds of Asia-Middle East,,
2008,도쿄 국제영화제,일반(종합),모차르트 타운,전규환,Winds of Asia-Middle East,,
2008,홍콩 아시안 영화제,일반(종합),슈퍼맨이었던 사나이,정윤철,Asian Wide Angle,,
2008,도쿄 국제영화제,일반(종합),화녀 '82,김기영,Winds of Asia-Middle East,,
2008,도쿄 국제영화제,일반(종합),양산도,김기영,Winds of Asia-Middle East,,
2008,대만 국제여성영화제,일반(종합),여름이 가기 전에,성지혜,Country in Focus: Korean Passion,,
2008,대만 국제여성영화제,일반(종합),김미자 헤어살롱,이윤영,Country in Focus: Korean Passion,,
2008,홍콩 아시안 영화제,일반(종합),비몽,김기덕,Cineate Delights,,
2008,대만 국제여성영화제,일반(종합),우리 생애 최고의 순간,임순례,"Opening Film, Country in Focus: Korean Passion",,
2008,홍콩 아시안 영화제,일반(종합),행복,허진호,Cineate Delights,,
2008,대만 국제여성영화제,일반(종합),열세살 수아,김희정,Country in Focus: Korean Passion,,
2008,대만 국제여성영화제,일반(종합),암사자들,홍재희,Country in Focus: Korean Passion,,
2008,도쿄 국제영화제,일반(종합),수녀,김기영,Winds of Asia-Middle East,,
2008,대만 국제여성영화제,일반(종합),3xFTM,김일란,Country in Focus: Korean Passion,,
2008,홍콩 아시안 영화제,일반(종합),리튼,김병우,NEW TALENT AWARD,,
2008,도쿄 국제영화제,일반(종합),은하해방전선,윤성호,Winds of Asia-Middle East,,
2008,도쿄 국제영화제,일반(종합),하녀,임상수,Winds of Asia-Middle East,,
2008,도쿄 국제영화제,일반(종합),크로싱,김태균,Winds of Asia-Middle East,,
2008,펠른 레즈비언 게이 영화제,퀴어,진영이,이성은,.,,
2008,써드아이 아시안 영화제,일반(종합),도시의 옷가게,문성혁,Short Films,,
2008,써드아이 아시안 영화제,일반(종합),대화,한정국,Short Films,,
2008,써드아이 아시안 영화제,일반(종합),가족 경제학,이성래,Short Films,,
2008,써드아이 아시안 영화제,일반(종합),해안선,김기덕,Film Maker In Focus - Kim Ki Duk,,
2008,써드아이 아시안 영화제,일반(종합),11,정주리,Short Films,,
2008,대거 단편호러영화제,,"가족 같은 개, 개 같은 가족","박재영,박수영",.,,
2008,써드아이 아시안 영화제,일반(종합),아름다운 청년 전태일,박광수,Centre Piece,,
2008,써드아이 아시안 영화제,일반(종합),"가족 같은 개, 개 같은 가족","박재영,박수영",Short Films,,
2008,대거 단편호러영화제,,,,,,
2008,써드아이 아시안 영화제,일반(종합),시간,김기덕,Film Maker In Focus - Kim Ki Duk,,
2008,써드아이 아시안 영화제,일반(종합),자유로운 새의 춤,박루슬란,Short Films,,
2008,써드아이 아시안 영화제,일반(종합),효자동 이발사,임찬상,Spectrum Asia,,
2008,써드아이 아시안 영화제,일반(종합),경계,장률,Spectrum Asia,,
2008,써드아이 아시안 영화제,일반(종합),위드 올 위드아웃 유,정수연,Short Films,,
2008,써드아이 아시안 영화제,일반(종합),숨,김기덕,Film Maker In Focus - Kim Ki Duk,,
2008,써드아이 아시안 영화제,일반(종합),이제는 말할 수 있다,정승구,Short Films,,
2008,써드아이 아시안 영화제,일반(종합),갑시다,박이웅,Short Films,,
2008,써드아이 아시안 영화제,일반(종합),사마리아,김기덕,Film Maker In Focus - Kim Ki Duk,,
2008,써드아이 아시안 영화제,일반(종합),밤은 그들만의 시간,조은경,Short Films,,
2008,써드아이 아시안 영화제,일반(종합),돼지와 세익스피어,김건,Short Films,,
2008,써드아이 아시안 영화제,일반(종합),악어,김기덕,Spectrum Asia,,
2008,써드아이 아시안 영화제,일반(종합),봄 여름 가을 겨울 그리고 봄,김기덕,Film Maker In Focus - Kim Ki Duk,,
2008,슈링겔 국제어린이청소년영화제,청소년,세리와 하르,장수영,Competition - Junior Film,,
2008,유라시아 국제영화제,일반(종합),비몽,김기덕,Journey To Asia,,
2008,암스테르담 국제영화제,일반(종합),은하해방전선,윤성호,,,
2008,유라시아 국제영화제,일반(종합),기담,"정식,정범식",.,,
2008,이미지아웃: 로체스터 LGBT 영화제,퀴어,올드 랭 사인,소준문,,,
2008,바르샤바 국제영화제,일반(종합),판타스틱 자살소동,"김성호,조창호,박수영",Free Spirit Competition,,
2008,중동 국제영화제,일반(종합),돌아보다,이규태,Competition - Students,,
2008,중동 국제영화제,일반(종합),너의 세계,서재경,Competition,,
2008,암스테르담 국제영화제,일반(종합),파산의 기술,이강현,",",,
2008,중동 국제영화제,일반(종합),가족 경제학,이성래,Competition - Students,,
