연도,영화제,장르,출품작,감독,출품분야,수상내역,수상인
2002,대구단편영화제,단편,사이,"오영택,홍덕표",,우수상,홍덕표
2002,대구단편영화제,단편,안다고 말하지 마라,송혜진,,대상,송혜진
2002,대구단편영화제,단편,서브웨이 키즈 2002,손정일,본선경쟁작,,
2002,레인댄스 영화제,일반(종합),화산고,김태균,장편부문,,
2002,비엔나 국제영화제,일반(종합),고양이를 부탁해,정재은,극영화부문,,
2002,비엔나 국제영화제,일반(종합),"화장실, 어디에요?",프루트 챈,극영화부문,,
2002,비엔나 국제영화제,일반(종합),낙타(들),박기용,극영화부문,,
2002,카이로 국제영화제,일반(종합),재밌는 영화,장규성,Information Section,,
2002,카이로 국제영화제,일반(종합),동승,주경중,Festival of Festivals,,
2002,카이로 국제영화제,일반(종합),정글쥬스,조민호,Information Section,,
2002,베르겐 국제영화제,일반(종합),야생동물보호구역,김기덕,김기덕감독특별전,,
2002,베르겐 국제영화제,일반(종합),킬러들의 수다,장진,한국영화 포커스,,
2002,베르겐 국제영화제,일반(종합),악어,김기덕,김기덕감독특별전,,
2002,베르겐 국제영화제,일반(종합),파란대문,김기덕,김기덕감독특별전,,
2002,베르겐 국제영화제,일반(종합),실제상황,"김기덕,마대윤,모경화,송정옥,윤용훈,조인호,허성욱,홍미숙,안상현,정준호,권기환",김기덕감독특별전,,
2002,베르겐 국제영화제,일반(종합),복수는 나의 것,박찬욱,한국영화 포커스,,
2002,베르겐 국제영화제,일반(종합),수취인불명,김기덕,김기덕감독특별전,,
2002,덴버 영화제,일반(종합),집으로...,이정향,공식상영,,
2002,시카고 국제영화제,일반(종합),동승,주경중,New Director's Comp,,
2002,시카고 국제영화제,일반(종합),생활의 발견,홍상수,세계영화,,
2002,시카고 국제영화제,일반(종합),봄날은 간다,허진호,세계영화,,
2002,시카고 국제영화제,일반(종합),취화선,임권택,해외경쟁,,
2002,바르샤바 국제영화제,일반(종합),고양이를 부탁해,정재은,공식상영,,
2002,뉴욕 영화제,일반(종합),생활의 발견,홍상수,본부문,,
2002,코크 영화제,일반(종합),섬,김기덕,해외장편부문,,
2002,뉴욕 영화제,일반(종합),취화선,임권택,본부문,,
2002,리즈 국제영화제,일반(종합),,,단편경쟁부문,,
2002,밀 밸리 영화제,일반(종합),집으로...,이정향,공식상영,,
2002,밴쿠버 국제영화제,일반(종합),서브웨이 키즈 2002,손정일,용호,,
2002,리우데자네이루 국제영화제,일반(종합),고양이를 부탁해,정재은,공식상영,,
2002,버스터 코펜하겐 영화제,일반(종합),동승,주경중,경쟁부문,,
2002,함부르크 영화제,일반(종합),집으로...,이정향,공식상영,,
2002,함부르크 영화제,일반(종합),"화장실, 어디에요?",프루트 챈,공식상영,,
2002,함부르크 영화제,일반(종합),마리이야기,이성강,공식상영,,
2002,산세바스티안 국제영화제,일반(종합),집으로...,이정향,Zabaltegi,특별언급,이정향
2002,포커스 온 아시아 - 후쿠오카 국제영화제,일반(종합),집으로...,이정향,공식상영,,
2002,포커스 온 아시아 - 후쿠오카 국제영화제,일반(종합),취화선,임권택,공식상영,,
2002,포커스 온 아시아 - 후쿠오카 국제영화제,일반(종합),선물,오기환,공식상영,,
2002,토론토 국제영화제,일반(종합),죽어도 좋아,박진표,한국영화 포커스,,
2002,토론토 국제영화제,일반(종합),나쁜 남자,김기덕,한국영화 포커스,,
2002,토론토 국제영화제,일반(종합),챔피언,곽경택,한국영화 포커스,,
2002,토론토 국제영화제,일반(종합),낙타(들),박기용,한국영화 포커스,,
2002,토론토 국제영화제,일반(종합),화산고,김태균,Midnight Express,,
2002,토론토 국제영화제,일반(종합),오아시스,이창동,한국영화 포커스,,
2002,토론토 국제영화제,일반(종합),고양이를 부탁해,정재은,한국영화 포커스,,
2002,토론토 국제영화제,일반(종합),취화선,임권택,South Korean Gala,,
2002,토론토 국제영화제,일반(종합),집으로...,이정향,한국영화 포커스,,
2002,토론토 국제영화제,일반(종합),복수는 나의 것,박찬욱,한국영화 포커스,,
2002,토론토 국제영화제,일반(종합),생활의 발견,홍상수,한국영화 포커스,,
2002,레트랑쥬 영화제,일반(종합),파란대문,김기덕,김기덕감독특별전,,
2002,레트랑쥬 영화제,일반(종합),나쁜 남자,김기덕,김기덕감독특별전,,
2002,레트랑쥬 영화제,일반(종합),수취인불명,김기덕,김기덕감독특별전,,
2002,레트랑쥬 영화제,일반(종합),악어,김기덕,김기덕감독특별전,,
2002,레트랑쥬 영화제,일반(종합),실제상황,"김기덕,마대윤,모경화,송정옥,윤용훈,조인호,허성욱,홍미숙,안상현,정준호,권기환",김기덕감독특별전,,
2002,레트랑쥬 영화제,일반(종합),야생동물보호구역,김기덕,김기덕감독특별전,,
2002,레트랑쥬 영화제,일반(종합),섬,김기덕,김기덕감독특별전,,
2002,베니스 국제영화제,일반(종합),서브웨이 키즈 2002,손정일,뉴 테리토리,,
2002,베니스 국제영화제,일반(종합),오아시스,이창동,Venezia 59,,
2002,히로시마 국제애니메이션영화제,애니,,,경쟁부문,우수상,
2002,히로시마 국제애니메이션영화제,애니,,,특별프로그램,,
2002,에딘버러 국제영화제,일반(종합),화산고,김태균,Late Night Romps,,
2002,에딘버러 국제영화제,일반(종합),고양이를 부탁해,정재은,Rosebud,,
2002,사라예보 영화제,일반(종합),봄날은 간다,허진호,파노라마,,
2002,와인컨트리 영화제,일반(종합),나비,문승욱,공식상영,"사운드 디자인, 가기아 환경공헌상",권혁준
2002,시네마닐라 국제영화제,일반(종합),수취인불명,김기덕,Asian Films,,
2002,시네마닐라 국제영화제,일반(종합),친구,곽경택,Asian Films,,
2002,시네마닐라 국제영화제,일반(종합),거짓말,장선우,Asian Films,,
2002,팜스프링즈 국제단편영화제,단편,,,JUSTS FOR LAUGHS,,
2002,정동진독립영화제,독립,리싸이클링,박재모,섹션1,,
2002,정동진독립영화제,독립,8849m,고영민,섹션3,,
2002,정동진독립영화제,독립,이른 여름 슈퍼맨,유상곤,섹션3,,
2002,멜버른 국제영화제,일반(종합),,,해외단편경쟁,,
2002,멜버른 국제영화제,일반(종합),악어,김기덕,김기덕감독특별전,,
2002,멜버른 국제영화제,일반(종합),대학로에서 매춘하다가 토막살해당한 여고생 아직 대학로에 있다,남기웅,Spotlight,,
2002,정동진독립영화제,독립,초롱과 나,노동석,섹션2,,
2002,정동진독립영화제,독립,봄산에,이지행,섹션3,,
2002,정동진독립영화제,독립,센터필더인효삼씨,김혁,섹션2,,
2002,멜버른 국제영화제,일반(종합),야생동물보호구역,김기덕,김기덕감독특별전,,
2002,정동진독립영화제,독립,요요지가,,섹션1,,
2002,정동진독립영화제,독립,비가 내린다,오점균,섹션3,,
2002,정동진독립영화제,독립,마리이야기,이성강,특별 섹션,,
2002,정동진독립영화제,독립,눈물,부지영,섹션2,,
2002,정동진독립영화제,독립,연분,이애림,섹션1,,
2002,멜버른 국제영화제,일반(종합),수취인불명,김기덕,김기덕감독특별전,,
2002,정동진독립영화제,독립,수사반장 트위스트 김,김태윤,섹션2,,
2002,멜버른 국제영화제,일반(종합),,,해외단편경쟁,,
2002,멜버른 국제영화제,일반(종합),나쁜 남자,김기덕,김기덕감독특별전,,
2002,정동진독립영화제,독립,나무아미타불 크리스마스,박관호,섹션2,,
2002,정동진독립영화제,독립,순간접착제,이석훈,섹션3,,
2002,정동진독립영화제,독립,"먼지, 사북을 묻다",미영,섹션5,땡그랑동전상,미영
2002,정동진독립영화제,독립,안다고 말하지 마라,송혜진,섹션1,,
2002,멜버른 국제영화제,일반(종합),파란대문,김기덕,김기덕감독특별전,,
2002,멜버른 국제영화제,일반(종합),실제상황,"김기덕,마대윤,모경화,송정옥,윤용훈,조인호,허성욱,홍미숙,안상현,정준호,권기환",김기덕감독특별전,,
2002,멜버른 국제영화제,일반(종합),이소룡을 찾아랏!,강론,Spotlight,,
2002,정동진독립영화제,독립,월하의 공동묘지,권철휘,특별 섹션,,
2002,정동진독립영화제,독립,소름,윤종찬,특별 섹션,,
2002,정동진독립영화제,독립,마우스 윗아웃 테일,박원철,섹션1,,
2002,정동진독립영화제,독립,마이 스윗 레코드,박효진,섹션4,,
2002,정동진독립영화제,독립,뽀삐,김지현,섹션4,,
2002,멜버른 국제영화제,일반(종합),섬,김기덕,김기덕감독특별전,,
2002,아시안 아메리칸 국제영화제,일반(종합),파이란,송해성,,,
2002,아시안 아메리칸 국제영화제,일반(종합),흑수선,배창호,,,
2002,아시안 아메리칸 국제영화제,일반(종합),무사,김성수,,,
2002,후쿠오카 아시아 영화제,일반(종합),나쁜 남자,김기덕,경쟁부문,대상,
2002,후쿠오카 아시아 영화제,일반(종합),공공의 적,강우석,특별상영,,
2002,카를로비 바리 국제영화제,일반(종합),실제상황,"김기덕,마대윤,모경화,송정옥,윤용훈,조인호,허성욱,홍미숙,안상현,정준호,권기환",김기덕감독특별전,,
2002,카를로비 바리 국제영화제,일반(종합),취화선,임권택,Horizons-Awarded Films,,
2002,카를로비 바리 국제영화제,일반(종합),악어,김기덕,김기덕감독특별전,,
2002,카를로비 바리 국제영화제,일반(종합),무사,김성수,Another View,,
2002,카를로비 바리 국제영화제,일반(종합),야생동물보호구역,김기덕,김기덕감독특별전,,
2002,카를로비 바리 국제영화제,일반(종합),수취인불명,김기덕,김기덕감독특별전,,
2002,카를로비 바리 국제영화제,일반(종합),나쁜 남자,김기덕,김기덕감독특별전,,
2002,카를로비 바리 국제영화제,일반(종합),파란대문,김기덕,김기덕감독특별전,,
2002,카를로비 바리 국제영화제,일반(종합),섬,김기덕,김기덕감독특별전,,
2002,미쟝센 단편영화제,단편,서브웨이 키즈 2002,손정일,,,
2002,제주여성영화제,일반(종합),고추 말리기,장희선,,,
2002,제주여성영화제,일반(종합),탐폰설명서,성새론,,,
2002,제주여성영화제,일반(종합),가족 프로젝트 - 아버지의 집,조윤경,,,
2002,제주여성영화제,일반(종합),여성주의딴따라가노래를한다,한천지영,,,
2002,모스크바 국제영화제,일반(종합),달마야 놀자,박철관,National Hits,,
2002,모스크바 국제영화제,일반(종합),무사,김성수,Previews,,
2002,모스크바 국제영화제,일반(종합),나쁜 남자,김기덕,Exotica,,
2002,페사로 영화제,일반(종합),고양이를 부탁해,정재은,Nuove Proposte,,
2002,자그레브 국제애니메이션영화제-삭제대상,애니,,,학생경쟁,특별상,
2002,자그레브 국제애니메이션영화제-삭제대상,애니,,,학생경쟁,,
2002,자그레브 국제애니메이션영화제-삭제대상,애니,,,학생경쟁,,
2002,자그레브 국제애니메이션영화제-삭제대상,애니,,,경쟁부문,,
2002,시네마 호베 - 발렌시아 국제영화제,일반(종합),고양이를 부탁해,정재은,공식부문,,
2002,시드니 영화제,일반(종합),나쁜 남자,김기덕,공식부문,,
2002,시드니 영화제,일반(종합),봄날은 간다,허진호,공식부문,,
2002,시드니 영화제,일반(종합),고양이를 부탁해,정재은,공식부문,,
2002,쇼트쇼츠 영화제,단편,,,경쟁부문,,
2002,상하이 국제영화제,일반(종합),신라의 달밤,김상진,파노라마,,
2002,시애틀 국제영화제,일반(종합),고양이를 부탁해,정재은,컨템포러리월드시네마,,
2002,시애틀 국제영화제,일반(종합),낙타(들),박기용,아시안트레이드원즈,,
2002,상하이 국제영화제,일반(종합),공공의 적,강우석,파노라마,,
2002,상하이 국제영화제,일반(종합),동승,주경중,경쟁부문,,
2002,시애틀 국제영화제,일반(종합),대학로에서 매춘하다가 토막살해당한 여고생 아직 대학로에 있다,남기웅,Midnight,,
2002,시애틀 국제영화제,일반(종합),3인조,박찬욱,떠오로는거장,,
2002,상하이 국제영화제,일반(종합),흑수선,배창호,파노라마,,
2002,시애틀 국제영화제,일반(종합),복수는 나의 것,박찬욱,떠오르는거장,,
2002,시애틀 국제영화제,일반(종합),무사,김성수,컨템포러리월드시네마,,
2002,시애틀 국제영화제,일반(종합),달마야 놀자,박철관,아시안트레이드원즈,,
2002,상하이 국제영화제,일반(종합),베사메무쵸,전윤수,파노라마,,
2002,안시 국제애니메이션영화제,애니,마리이야기,이성강,,Grand Prix for best feature film,이성강
2002,한국퀴어영화제,퀴어,사자성어,"유상곤,이송희일,이지상",,,
2002,한국퀴어영화제,퀴어,정액의힘,,,,
2002,한국퀴어영화제,퀴어,탐폰설명서,성새론,,,
2002,서울인권영화제,일반(종합),"먼지, 사북을 묻다",미영,국내 작품,올해의 인권영화상,미영
2002,칸 국제영화제,일반(종합),취화선,임권택,씨네파운데이션,,
2002,칸 국제영화제,일반(종합),죽어도 좋아,박진표,비평가주간,,
2002,브루클린 영화제,일반(종합),고양이를 부탁해,정재은,Narrative Feature,,
2002,샌프란시스코 국제영화제,일반(종합),무사,김성수,공식부문,,
2002,샌프란시스코 국제영화제,일반(종합),파이란,송해성,공식부문,,
2002,샌프란시스코 국제영화제,일반(종합),봄날은 간다,허진호,공식부문,,
2002,부에노스아이레스 국제독립영화제,독립,실제상황,"김기덕,마대윤,모경화,송정옥,윤용훈,조인호,허성욱,홍미숙,안상현,정준호,권기환",김기덕감독특별전,,
2002,부에노스아이레스 국제독립영화제,독립,수취인불명,김기덕,김기덕감독특별전,,
2002,부에노스아이레스 국제독립영화제,독립,야생동물보호구역,김기덕,김기덕감독특별전,,
2002,부에노스아이레스 국제독립영화제,독립,고양이를 부탁해,정재은,파노라마,,
2002,부에노스아이레스 국제독립영화제,독립,낙타(들),박기용,경쟁부문,,
2002,부에노스아이레스 국제독립영화제,독립,파란대문,김기덕,김기덕감독특별전,,
2002,부에노스아이레스 국제독립영화제,독립,악어,김기덕,김기덕감독특별전,,
2002,부에노스아이레스 국제독립영화제,독립,대학로에서 매춘하다가 토막살해당한 여고생 아직 대학로에 있다,남기웅,파노라마,,
2002,부에노스아이레스 국제독립영화제,독립,나쁜 남자,김기덕,김기덕감독특별전,,
2002,우디네 극동영화제,일반(종합),신라의 달밤,김상진,공식부문,,
2002,우디네 극동영화제,일반(종합),나쁜 남자,김기덕,공식부문,,
2002,우디네 극동영화제,일반(종합),소름,윤종찬,공식부문,,
2002,우디네 극동영화제,일반(종합),친구,곽경택,공식부문,,
2002,우디네 극동영화제,일반(종합),킬러들의 수다,장진,공식부문,,
2002,우디네 극동영화제,일반(종합),엽기적인 그녀,곽재용,공식부문,,
2002,우디네 극동영화제,일반(종합),무사,김성수,공식부문,,
2002,우디네 극동영화제,일반(종합),달마야 놀자,박철관,공식부문,,
2002,우디네 극동영화제,일반(종합),파이란,송해성,공식부문,,
2002,낫필름 영화제,일반(종합),반칙왕,김지운,Asian Fruits,,
2002,낫필름 영화제,일반(종합),나비,문승욱,Asian Fruits,,
2002,싱가포르 국제영화제,일반(종합),낙타(들),박기용,Asian Films,,
2002,싱가포르 국제영화제,일반(종합),봄날은 간다,허진호,Asian Films,,
2002,싱가포르 국제영화제,일반(종합),와이키키 브라더스,임순례,Asian Films,,
2002,싱가포르 국제영화제,일반(종합),수취인불명,김기덕,Asian Films,,
2002,싱가포르 국제영화제,일반(종합),고양이를 부탁해,정재은,Asian Films,,
2002,미니애폴리스 세인트 폴 국제영화제,일반(종합),고양이를 부탁해,정재은,공식상영,,
2002,뉴포트비치 영화제,일반(종합),공동경비구역 JSA,박찬욱,공식상영,,
2002,이매진 영화제,판타지,해변으로가다,김인수,한국영화 포커스,,
2002,이매진 영화제,판타지,텔미썸딩,장윤현,한국영화 포커스,,
2002,이매진 영화제,판타지,단적비연수,박제현,한국영화 포커스,,
2002,필라델피아 영화제,일반(종합),라이방,장현수,뉴코리안시네마,,
2002,필라델피아 영화제,일반(종합),봄날은 간다,허진호,뉴코리안시네마,,
2002,필라델피아 영화제,일반(종합),번지점프를 하다,김대승,뉴코리안시네마,,
2002,필라델피아 영화제,일반(종합),대학로에서 매춘하다가 토막살해당한 여고생 아직 대학로에 있다,남기웅,뉴코리안시네마,,
2002,필라델피아 영화제,일반(종합),친구,곽경택,뉴코리안시네마,,
2002,필라델피아 영화제,일반(종합),신라의 달밤,김상진,뉴코리안시네마,,
2002,필라델피아 영화제,일반(종합),엽기적인 그녀,곽재용,뉴코리안시네마,,
2002,서울국제여성영화제,일반(종합),그해 아폴로 11호는 달에 갔을까?,김경화,아시아 단편경선,관객상,김경화
2002,서울국제여성영화제,일반(종합),겨울에서 겨울로,박옥순,여성영상공동체,여성신문상,박옥순
2002,서울국제여성영화제,일반(종합),아름다운 생존: 여성 영화인이 말하는 영화,임순례,새로운 물결,IF상,임순례
2002,서울국제여성영화제,일반(종합),봄이 오면,정수연,다큐멘터리 옥랑문화상,수상작,정수연
2002,서울국제여성영화제,일반(종합),가족 프로젝트 - 아버지의 집,조윤경,아시아 단편경선,최우수상,조윤경
2002,서울국제여성영화제,일반(종합),Too Happy to Die,최진영,아시아 단편경선,우수상,최진영
2002,홍콩 국제영화제,일반(종합),고양이를 부탁해,정재은,Age of Independents,,
2002,홍콩 국제영화제,일반(종합),수취인불명,김기덕,Global Vision,,
2002,뉴디렉터스/뉴필름 영화제,일반(종합),고양이를 부탁해,정재은,공식부문,,
2002,브뤼셀 국제판타스틱영화제,판타지,세이예스,김성홍,공식상영,,
2002,브뤼셀 국제판타스틱영화제,판타지,단적비연수,박제현,공식상영,,
2002,크레떼이유 국제여성영화제,일반(종합),고양이를 부탁해,정재은,경쟁부문,,
2002,시네마노보 영화제,일반(종합),나비,김현성,포커스,,
2002,시네마노보 영화제,일반(종합),꽃섬,송일곤,경쟁부문,,
2002,크레떼이유 국제여성영화제,일반(종합),"해부학시간, 짜라파파, 구타유발자, 잠들다",정소연,경쟁부문,,
2002,시네마노보 영화제,일반(종합),섬,김기덕,컬트,,
2002,클리블랜드 국제영화제,일반(종합),친구,곽경택,월드투어,,
2002,발렌시엔느 국제 액션/모험 영화제,,천사몽,박희준,경쟁부문,,
2002,시네마노보 영화제,일반(종합),수취인불명,김기덕,경쟁부문,,
2002,시네마노보 영화제,일반(종합),플란다스의 개,봉준호,일반,,
2002,아시안 아메리칸 미디어센터 영화제,일반(종합),나비,문승욱,공식상영,,
2002,프리부르 국제영화제,일반(종합),고양이를 부탁해,정재은,공식상영,,
2002,프리부르 국제영화제,일반(종합),꽃섬,송일곤,공식상영,"그랑프리 특별언급,Fipresci",
2002,프리부르 국제영화제,일반(종합),낙타(들),박기용,공식상영,"그랑프리,최우수각본상",
2002,프리부르 국제영화제,일반(종합),와이키키 브라더스,임순례,공식상영,,
2002,마르델플라타 국제영화제,일반(종합),친구,곽경택,공식부문,,
2002,마르델플라타 국제영화제,일반(종합),청춘,곽지균,Point of View,,
2002,백상예술대상,일반(종합),소름,윤종찬,영화부문,신인 감독상,윤종찬
2002,백상예술대상,일반(종합),라이방,장현수,영화부문,시나리오상,송민호
2002,백상예술대상,일반(종합),라이방,장현수,영화부문,시나리오상,장현수
2002,백상예술대상,일반(종합),친구,곽경택,영화부문,남자 신인 연기상,정운택
2002,백상예술대상,일반(종합),공공의 적,강우석,영화부문,대상,설경구
2002,백상예술대상,일반(종합),와이키키 브라더스,임순례,영화부문,작품상,
2002,백상예술대상,일반(종합),봄날은 간다,허진호,영화부문,감독상,허진호
2002,백상예술대상,일반(종합),나쁜 남자,김기덕,영화부문,남자 최우수 연기상,조재현
2002,백상예술대상,일반(종합),고양이를 부탁해,정재은,영화부문,여자 최우수 연기상,배두나
2002,백상예술대상,일반(종합),고양이를 부탁해,정재은,영화부문,여자 신인 연기상,이요원
2002,도빌 아시안영화제,일반(종합),파이란,송해성,경쟁부문,,
2002,도빌 아시안영화제,일반(종합),증발,신상옥,신상옥감독특별전,,
2002,도빌 아시안영화제,일반(종합),무사,김성수,파노라마,,
2002,도빌 아시안영화제,일반(종합),수취인불명,김기덕,파노라마,,
2002,스페인국제판타스틱영화제,,소름,윤종찬,공식경쟁,여우주연상,장진영
2002,워싱턴 DC 독립영화제,독립,고양이를 부탁해,정재은,공식상영,,
2002,판타스포르토 - 오포르토 국제영화제,판타지,소름,윤종찬,감독주간,,
2002,판타스포르토 - 오포르토 국제영화제,판타지,친구,곽경택,감독주간,,
2002,판타스포르토 - 오포르토 국제영화제,판타지,물고기자리,김형태,감독주간,,
2002,판타스포르토 - 오포르토 국제영화제,판타지,나도 아내가 있었으면 좋겠다,박흥식,감독주간,,
2002,판타스포르토 - 오포르토 국제영화제,판타지,나비,김현성,감독주간,,
2002,포틀랜드 국제영화제,일반(종합),친구,곽경택,공식상영,,
2002,카라카스 국제 단편영화제,,,,단편부문,,
2002,브졸 국제아시아영화제,일반(종합),김의 전쟁,김영빈,여기와 거기'섹션,,
2002,베를린 국제영화제,일반(종합),낙타(들),박기용,New Director's Forum,,
2002,베를린 국제영화제,일반(종합),고양이를 부탁해,정재은,New Director's Forum,,
2002,베를린 국제영화제,일반(종합),나쁜 남자,김기덕,공식 경쟁,,
2002,테헤란 국제단편영화제,단편,하루,한지승,공식상영,,
2002,파지르 국제영화제,일반(종합),하루,한지승,공식상영,,
2002,파지르 국제영화제,일반(종합),애,이두용,공식상영,,
2002,예테보리 국제영화제,일반(종합),꽃섬,송일곤,일,,
2002,로테르담 국제영화제,일반(종합),낙타(들),박기용,일반,,
2002,로테르담 국제영화제,일반(종합),꽃섬,송일곤,일반,,
2002,로테르담 국제영화제,일반(종합),수취인불명,김기덕,일반,,
2002,로테르담 국제영화제,일반(종합),대학로에서 매춘하다가 토막살해당한 여고생 아직 대학로에 있다,남기웅,Critic's Choice,,
2002,로테르담 국제영화제,일반(종합),고양이를 부탁해,정재은,장편,,
2002,로테르담 국제영화제,일반(종합),봄날은 간다,허진호,장편,,
2002,모스크바국제사랑의얼굴영화제,기타,춘향뎐(春香傳),임권택,경쟁부문,,
