연도,영화제,장르,출품작,감독,출품분야,수상내역,수상인
2007,한국영화평론가협회상,일반(종합),행복,허진호,,각본상,서유민
2007,한국영화평론가협회상,일반(종합),행복,허진호,,각본상,신준호
2007,한국영화평론가협회상,일반(종합),행복,허진호,,각본상,이숙연
2007,한국영화평론가협회상,일반(종합),행복,허진호,,각본상,허진호
2007,한국영화평론가협회상,일반(종합),엠,이명세,,기술상,윤상윤
2007,한국영화평론가협회상,일반(종합),엠,이명세,,기술상,유주호
2007,한국영화평론가협회상,일반(종합),엠,이명세,,감독상,이명세
2007,서울독립영화제,독립,친구집,이창희,단편 경쟁,,
2007,서울독립영화제,독립,나를 떠나지 말아요,신이수,단편 경쟁,,
2007,서울독립영화제,독립,00씨의 하루,박정훈,단편 경쟁,,
2007,서울독립영화제,독립,새끼여우,이유림,단편 경쟁,,
2007,한국영화평론가협회상,일반(종합),우아한 세계,한재림,,최우수작품상,한재림
2007,한국영화평론가협회상,일반(종합),우아한 세계,한재림,,남우주연상,송강호
2007,한국영화평론가협회상,일반(종합),밀양,이창동,,여우주연상,전도연
2007,서울독립영화제,독립,아스라이,김삼력,,,
2007,서울독립영화제,독립,무림일검의 사생활,장형윤,깜짝 상영작,,
2007,서울독립영화제,독립,프랑스 중위의 여자,백승빈,단편 경쟁,,
2007,서울독립영화제,독립,소리아이,백연아,장편 경쟁,,
2007,서울독립영화제,독립,전장에서 나는,공미연,,,
2007,서울독립영화제,독립,할매꽃,문정현,장편 경쟁,,
2007,서울독립영화제,독립,열정 가득한 이들,유승조,단편 경쟁,,
2007,서울독립영화제,독립,汗,나홍진,단편 경쟁,,
2007,서울독립영화제,독립,적의 사과,이수진,깜짝 상영작,,
2007,서울독립영화제,독립,불을 지펴라,이종필,단편 경쟁,,
2007,서울독립영화제,독립,밥묵자,민성아,단편 경쟁,,
2007,서울독립영화제,독립,회색도시,구자환,장편 경쟁,,
2007,서울독립영화제,독립,도다리 - 리덕스,박준범,장편경쟁,,
2007,서울독립영화제,독립,In the Cold Cold Night -02 Metronome,기채생,단편 경쟁,,
2007,한국영화평론가협회상,일반(종합),사랑,곽경택,,신인여우상,박시연
2007,서울독립영화제,독립,더 박스,박용제,단편 경쟁,,
2007,서울독립영화제,독립,나의 노래는,안슬기,장편 경쟁,,
2007,서울독립영화제,독립,나를 고발하라!,"성지은,임종윤,정영순",단편 경쟁,,
2007,서울독립영화제,독립,소년은 자란다,배성근,단편 경쟁,,
2007,서울독립영화제,독립,유령 소나타,안선경,단편 경쟁,,
2007,서울독립영화제,독립,사과,안세훈,,,
2007,서울독립영화제,독립,불한당들,장훈,단편 경쟁,,
2007,서울독립영화제,독립,사랑은 뇌를 타고,유혜민,깜짝 상영작,,
2007,서울독립영화제,독립,슈퍼맨의 하루,이은천,단편 경쟁,,
2007,서울독립영화제,독립,소이연,김진만,,,
2007,서울독립영화제,독립,"김판수 당선, 그 후",이정현,,,
2007,서울독립영화제,독립,목욕,이미랑,단편 경쟁,,
2007,서울독립영화제,독립,슈퍼 따릉이,이명훈,장편 경쟁,,
2007,서울독립영화제,독립,나 너 우리 모두,유지원,단편 경쟁,,
2007,서울독립영화제,독립,"투수, 타자를 만나다",권상준,,,
2007,서울독립영화제,독립,"서울, 귀와 머리칼",정재웅,장편 경쟁,,
2007,서울독립영화제,독립,전병 파는 여인,김동명,단편 경쟁,,
2007,서울독립영화제,독립,그림의 떡,박재현,단편 경쟁,,
2007,서울독립영화제,독립,살기 위하여,이강길,,,
2007,서울독립영화제,독립,Out : 이반검열 두 번째 이야기,"이영,페미니스트비디오액티즘",장편 경쟁,,
2007,서울독립영화제,독립,언/고잉 홈,김영란,단편 경쟁,,
2007,서울독립영화제,독립,타워크레인,서원태,장편 경쟁,,
2007,서울독립영화제,독립,자살변주,"김곡,김선",단편 경쟁,,
2007,서울독립영화제,독립,이웃,이도윤,단편 경쟁,,
2007,서울독립영화제,독립,낮술,노영석,장편 경쟁,,
2007,서울독립영화제,독립,"십우도 4-득우, 두 모과",이지상,단편 경쟁,,
2007,서울독립영화제,독립,The Bird,김성길,단편 경쟁,,
2007,서울독립영화제,독립,알게 될 거야,김영제,,,
2007,서울독립영화제,독립,십 분간 휴식,이성태,단편 경쟁,,
2007,서울독립영화제,독립,올드 랭 사인,소준문,단편 경쟁,,
2007,서울독립영화제,독립,아이들은 잠시 외출했을 뿐이다,남다정,단편 경쟁,,
2007,와뚤고음식영화축제,,완벽한 도미요리,나홍진,(),,
2007,로마 아시아 영화제,일반(종합),사랑 따윈 필요 없어,이철하,competition,,
2007,스톡홀름 국제영화제,일반(종합),아내의 애인을 만나다,김태식,International Competition,,
2007,부산독립영화제,독립,도다리 - 리덕스,박준범,,,
2007,스톡홀름 국제영화제,일반(종합),숨,김기덕,.,,
2007,로마 아시아 영화제,일반(종합),가족의 탄생,김태용,competition,,
2007,스톡홀름 국제영화제,일반(종합),이름없는 남자,류형기,.,,
2007,오슬로 국제영화제,일반(종합),싸이보그지만 괜찮아,박찬욱,.,,
2007,필메츠 바달로나 영화제,일반(종합),시대역전 일처다부,김희재,,,
2007,청룡영화상,일반(종합),열혈남아,이정범,,여우조연상,나문희
2007,청룡영화상,일반(종합),즐거운 인생,이준익,,남우조연상,김상호
2007,청룡영화상,일반(종합),사랑,곽경택,,인기스타상,주진모
2007,청룡영화상,일반(종합),미녀는 괴로워,김용화,,인기스타상,김아중
2007,청룡영화상,일반(종합),밀양,이창동,,여우주연상,전도연
2007,청룡영화상,일반(종합),우아한 세계,한재림,,최우수 작품상,한재림
2007,청룡영화상,일반(종합),우아한 세계,한재림,,남우주연상,송강호
2007,청룡영화상,일반(종합),황진이,장윤현,,조명상,임재영
2007,청룡영화상,일반(종합),기담,"정식,정범식",,미술상,이민복
2007,청룡영화상,일반(종합),극락도 살인사건,김한민,,신인감독상,김한민
2007,청룡영화상,일반(종합),극락도 살인사건,김한민,,각본상,김한민
2007,청룡영화상,일반(종합),디워,심형래,,한국영화 최다관객상,
2007,청룡영화상,일반(종합),즐거운 인생,이준익,,음악상,이병훈
2007,청룡영화상,일반(종합),즐거운 인생,이준익,,음악상,방준석
2007,청룡영화상,일반(종합),행복,허진호,,감독상,허진호
2007,청룡영화상,일반(종합),행복,허진호,,인기스타상,황정민
2007,청룡영화상,일반(종합),중천,조동오,,인기스타상,김태희
2007,청룡영화상,일반(종합),기담,"정식,정범식",,미술상,김유정
2007,청룡영화상,일반(종합),기담,"정식,정범식",,촬영상,윤남주
2007,리즈 국제영화제,일반(종합),아치와 씨팍,조범진,.,,
2007,토론토 릴 아시안 영화제,일반(종합),Bomb! Bomb! Bomb!,"김곡,김선",,,
2007,토론토 릴 아시안 영화제,일반(종합),후회하지 않아,이송희일,,,
2007,슬립워커스 학생영화제,일반(종합),민요 삼총사,이호경,.,,
2007,프라하 단편영화제,단편,진영이,이성은,한국영화특별전,,
2007,프라하 단편영화제,단편,핵분열가족,"박재영,박수영",한국영화특별전,,
2007,트리에스테 사이언스픽션 영화제,판타지,괴물,봉준호,,,
2007,슬립워커스 학생영화제,일반(종합),만남,홍성훈,.,,
2007,프라하 단편영화제,단편,수다쟁이들,,.,,
2007,리즈 국제영화제,일반(종합),친애하는 로제타,양해훈,International Competition,,
2007,세인트루이스 국제영화제,일반(종합),동물농장,정민지,Shorts Program,,
2007,세인트루이스 국제영화제,일반(종합),쥐덫,한운,Shorts Program,,
2007,프라하 단편영화제,단편,도둑소년,민용근,한국영화특별전,,
2007,프라하 단편영화제,단편,그녀의 핵주먹,선지연,.,,
2007,리즈 국제영화제,일반(종합),예의없는 것들,박철희,.,,
2007,세인트루이스 국제영화제,일반(종합),시작인가요,박정훈,Shorts Program,,
2007,세인트루이스 국제영화제,일반(종합),데이지,유위강,,,
2007,세인트루이스 국제영화제,일반(종합),후회하지 않아,이송희일,,,
2007,리즈 국제영화제,일반(종합),숨,김기덕,.,,
2007,걸 페스트 하와이,일반(종합),미스 마플과의 하룻밤,김세랑,(),,
2007,시네마니아 영화제,일반(종합),괴물,봉준호,,,
2007,슬립워커스 학생영화제,일반(종합),이름없는 남자,류형기,.,,
2007,토론토 릴 아시안 영화제,일반(종합),지옥: 두개의 삶,연상호,,,
2007,슬립워커스 학생영화제,일반(종합),다리들,이혜영,.,,
2007,테헤란 국제단편영화제,단편,돼지와 세익스피어,김건,",",,
2007,리즈 국제영화제,일반(종합),핵분열가족,"박재영,박수영",Fanomenon Programme,,
2007,브래드포드 애니메이션 영화제,일반(종합),밥묵자,민성아,Panorama 5,,
2007,자그레브 국제애니메이션영화제-삭제대상,애니,아치와 씨팍,조범진,장편경쟁,,
2007,브래드포드 애니메이션 영화제,일반(종합),C'est La vie,이혜련,Official Selection: Student,,
2007,애니마페스트 - 자그레브 국제애니메이션영화제,애니,아치와 씨팍,조범진,,,
2007,콩피에뉴 영화제,일반(종합),청연,윤종찬,Competition,,
2007,판시네 - 말라가 판타스틱영화제,판타지,첼로-홍미주 일가 살인사건,이우철,장편 경쟁,,
2007,판시네 - 말라가 판타스틱영화제,판타지,핵분열가족,"박재영,박수영",Foreign Short Film Competition,Best Foreign Short Film,
2007,판시네 - 말라가 판타스틱영화제,판타지,싸이보그지만 괜찮아,박찬욱,장편 경쟁,,
2007,판시네 - 말라가 판타스틱영화제,판타지,아파트,안병기,Seccion Informa,,
2007,리옹 아시아 영화제,일반(종합),비 오는 날의 산책,최현명,비경쟁,,
2007,리옹 아시아 영화제,일반(종합),재회,,비경쟁,,
2007,리옹 아시아 영화제,일반(종합),아내의 애인을 만나다,김태식,",",,
2007,오스틴 아시안 아메리칸 영화제,일반(종합),무진장,안지혜,,,
2007,레호보스 비치 독립영화제,독립,둥지,최수인,Selections from Hearts and Minds Film Festival,,
2007,리옹 아시아 영화제,일반(종합),천년여우 여우비,이성강,.,,
2007,빅카툰애니메이션영화제,애니,비 오는 날의 산책,최현명,.,,
2007,샌프란시스코 국제애니매이션 영화제,애니,아빠가 필요해,장형윤,.,,
2007,빅카툰애니메이션영화제,애니,육다골대녀,이애림,.,,
2007,리옹 아시아 영화제,일반(종합),개와 늑대 사이의 시간,전수일,.,,
2007,프레드릭스타 애니메이션영화제,애니,아빠가 필요해,장형윤,,,
2007,빅카툰애니메이션영화제,애니,아빠가 필요해,장형윤,.,,
2007,리옹 아시아 영화제,일반(종합),형이상학적 나비효과의 예술적 표현,박기완,비경쟁,,
2007,리옹 아시아 영화제,일반(종합),안녕하세요 구로배씨?,"이현실,이건우",비경쟁,,
2007,리옹 아시아 영화제,일반(종합),수박 병아리,원종식,Short Film Battle Royal,Public Award for Best Film School,
2007,리옹 아시아 영화제,일반(종합),밥묵자,민성아,Short Film Battle Royal,Public Award for Best Film School,
2007,리옹 아시아 영화제,일반(종합),지옥: 두개의 삶,연상호,Short Film Battle Royal,Public Award for Best Film School,
2007,리옹 아시아 영화제,일반(종합),미성년자 관람불가,박신우,Short Film Battle Royal,Public Award for Best Film School,
2007,리옹 아시아 영화제,일반(종합),완벽한 도미요리,나홍진,Short Film Battle Royal,Public Award for Best Film School,
2007,리옹 아시아 영화제,일반(종합),훼미리 사이즈 피자,김경미,Short Film Battle Royal,Public Award for Best Film School,
2007,리우데자네이루 국제단편영화제,단편,베이베를 원하세요?,이상근,,,
2007,파리국제레즈비언페미니스트영화제,퀴어,아임 오케이,고주영,",,",,
2007,리우데자네이루 국제단편영화제,단편,꿈 도깨비,이영석,,,
2007,리우데자네이루 국제단편영화제,단편,돼지와 세익스피어,김건,,,
2007,리우데자네이루 국제단편영화제,단편,비 오는 날의 산책,최현명,,,
2007,라이프치히 국제애니메이션&다큐멘터리영화제,일반(종합),소이연,김진만,,,
2007,산세바스티안 호러판타지영화제,호러/스릴러,동물농장,정민지,Short Films Official Section,,
2007,산세바스티안 호러판타지영화제,호러/스릴러,아치와 씨팍,조범진,Official Feature Film Section,,
2007,아시아 필름페스트,일반(종합),섬,김기덕,.,,
2007,아시아 필름페스트,일반(종합),야생동물보호구역,김기덕,.,,
2007,아시아 필름페스트,일반(종합),빈집,김기덕,.,,
2007,아시아 필름페스트,일반(종합),사마리아,김기덕,.,,
2007,BFI 런던 영화제,일반(종합),예의없는 것들,박철희,.,,
2007,BFI 런던 영화제,일반(종합),밀양,이창동,.,,
2007,BFI 런던 영화제,일반(종합),숨,김기덕,.,,
2007,아시아 필름페스트,일반(종합),싸이보그지만 괜찮아,박찬욱,.,,
2007,아시아 필름페스트,일반(종합),활,김기덕,.,,
2007,BFI 런던 영화제,일반(종합),천년여우 여우비,이성강,.,,
2007,아시아 필름페스트,일반(종합),해안선,김기덕,.,,
2007,아시아 필름페스트,일반(종합),디-데이,강민희,.,,
2007,BFI 런던 영화제,일반(종합),우리 쫑내자!!!!,황철민,.,,
2007,아시아 필름페스트,일반(종합),나쁜 남자,김기덕,.,,
2007,아시아 필름페스트,일반(종합),수,최양일,.,,
2007,아시아 필름페스트,일반(종합),숨,김기덕,.,,
2007,아시아 필름페스트,일반(종합),실제상황,"김기덕,마대윤,모경화,송정옥,윤용훈,조인호,허성욱,홍미숙,안상현,정준호,권기환",.,,
2007,아시아 필름페스트,일반(종합),수취인불명,김기덕,.,,
2007,아시아 필름페스트,일반(종합),봄 여름 가을 겨울 그리고 봄,김기덕,.,,
2007,아시아 필름페스트,일반(종합),다세포소녀,이재용,.,,
2007,아시아 필름페스트,일반(종합),악어,김기덕,.,,
2007,아시아 필름페스트,일반(종합),시간,김기덕,.,,
2007,아시아 필름페스트,일반(종합),파란대문,김기덕,.,,
2007,유라시아 국제영화제,일반(종합),아주 특별한 손님,이윤기,Journey to the Far East,,
2007,요코하마 학생영화제,청소년,추운 날 죽은 새,박재호,한국영화아카데미 명작선,,
2007,요코하마 학생영화제,청소년,36번째 수감자,김일현,일중한 애니메이션,,
2007,요코하마 학생영화제,청소년,만남,홍성훈,한국영화아카데미 신작,,
2007,요코하마 학생영화제,청소년,피는 멈추지 않는다,김승현,한국영화아카데미 신작,,
2007,요코하마 학생영화제,청소년,터널,임찬상,(),,
2007,요코하마 학생영화제,청소년,다리들,이혜영,일중한 애니메이션,,
2007,유라시아 국제영화제,일반(종합),숨,김기덕,.,,
2007,요코하마 학생영화제,청소년,숨바꼭질,권호영,한국영화아카데미 명작선,,
2007,도쿄 국제영화제,일반(종합),별빛 속으로,황규덕,Winds of Asia-Middle East,,
2007,요코하마 학생영화제,청소년,물의 기억,강현영,일중한 애니메이션,,
2007,요코하마 학생영화제,청소년,바다로 가는 날,김윤희,일중한 애니메이션,,
2007,요코하마 학생영화제,청소년,프랑스 중위의 여자,백승빈,한국영화아카데미 신작,,
2007,대구단편영화제,단편,능곡,좌성한,본선경쟁,,
2007,대구단편영화제,단편,구보씨 일보,신이수,,연기상,임형태
2007,대구단편영화제,단편,쌍둥이들,문제용,,촬영상,한태용
2007,대구단편영화제,단편,명환이 셀카,이상근,,대상,이상근
2007,로마 국제영화제,일반(종합),눈부신 날에,박광수,Alice in the city section,Best Film,
2007,서울국제가족영상축제,일반(종합),사랑은 뇌를 타고,유혜민,경쟁 부문,,
2007,바르샤바 국제영화제,일반(종합),열세살 수아,김희정,Competition,,
2007,쉬닛 국제단편영화제,단편,동물농장,정민지,International Competition,,
2007,바덴국제애니메이션영화제,일반(종합),동물농장,정민지,Best of Young Animation:,,
2007,바덴국제애니메이션영화제,일반(종합),쥐덫,한운,Best of Young Animation:,,
2007,바덴국제애니메이션영화제,일반(종합),비 오는 날의 산책,최현명,Young Animation Section,,
2007,대만 국제여성영화제,일반(종합),오버 더 레즈보우,최진영,A Little Ball of Desire,,
2007,바덴국제애니메이션영화제,일반(종합),수박 병아리,원종식,Best of Young Animation:,,
2007,커르토커르키토 국제단편영화제,단편,핵분열가족,"박재영,박수영",International Competition,,
2007,대한민국 영화연기대상,일반(종합),해바라기,강석범,,최고의 액션 연기상,김래원
2007,대한민국 영화연기대상,일반(종합),화려한 휴가,김지훈,,감독상,김지훈
2007,대한민국 영화연기대상,일반(종합),화려한 휴가,김지훈,,최우수작품상,김지훈
2007,대한민국 영화연기대상,일반(종합),타짜,최동훈,,남우조연상,김윤석
2007,대한민국 영화연기대상,일반(종합),타짜,최동훈,,남우주연상,조승우
2007,대한민국 영화연기대상,일반(종합),타짜,최동훈,,여우주연상,김혜수
2007,대한민국 영화연기대상,일반(종합),싸이보그지만 괜찮아,박찬욱,,남자신인상,정지훈
2007,대한민국 영화연기대상,일반(종합),미녀는 괴로워,김용화,,여자신인상,김아중
2007,대한민국 영화연기대상,일반(종합),미녀는 괴로워,김용화,,특별연기상,이범수
2007,대한민국 영화연기대상,일반(종합),미녀는 괴로워,김용화,,베스트 커플상,주진모
2007,대한민국 영화연기대상,일반(종합),미녀는 괴로워,김용화,,베스트 커플상,김아중
2007,대한민국 영화연기대상,일반(종합),화려한 휴가,김지훈,,여우조연상,나문희
2007,시네마노보 영화제,일반(종합),시간,김기덕,.,,
2007,샌디에고 아시안 영화제,일반(종합),싸이보그지만 괜찮아,박찬욱,Dramatic Narrative Features,,
2007,샌디에고 아시안 영화제,일반(종합),웨스트 32번가,마이클 강,Dramatic Narrative Features,,
2007,샌디에고 아시안 영화제,일반(종합),타짜,최동훈,Dramatic Narrative Features,,
2007,샌디에고 아시안 영화제,일반(종합),그리고 그후2,이호섭,.,,
2007,샌디에고 아시안 영화제,일반(종합),후회하지 않아,이송희일,Dramatic Narrative Features,,
2007,샌디에고 아시안 영화제,일반(종합),비열한 거리,유하,Dramatic Narrative Features,,
2007,샌디에고 아시안 영화제,일반(종합),우리 그만 헤어져,,Dramatic Narrative Features,,
2007,샌디에고 아시안 영화제,일반(종합),재회,,Animated Shorts,,
2007,샌디에고 아시안 영화제,일반(종합),천국의 에스컬레이터,장철수,Dramatic Narrative Features,,
2007,넥스트 릴 국제영화제,단편,시대역전 일처다부,김희재,,Filmmaker’s Choice Award,
2007,넥스트 릴 국제영화제,단편,나의 아저씨,박현진,(),,
2007,넥스트 릴 국제영화제,단편,세상의 끝,남궁선,Filmmaker's Choice Award,,
2007,부산국제영화제,일반(종합),00씨의 하루,박정훈,Wide Angle: Korean Shorts,,
2007,부산국제영화제,일반(종합),The Pictures,이병협,Wide Angle: Korean Shorts,,
2007,부산국제영화제,일반(종합),밀양,이창동,한국영화의 오늘 - 파노라마,,
2007,부산국제영화제,일반(종합),적의 사과,이수진,Wide Angle: Korean Shorts,,
2007,부산국제영화제,일반(종합),작은 여자 큰 여자 그 사이에 낀 남자-에피소드2,서동일,Wide Angle: Korean Documentary,,
2007,부산국제영화제,일반(종합),무죄,김희철,와이드앵글,,
2007,부산국제영화제,일반(종합),기린과 아프리카,김민숙,Wide Angle: Korean Shorts,,
2007,부산국제영화제,일반(종합),도화지,김선희,Korean Cinema Today:Panorama,,
2007,부산국제영화제,일반(종합),필승必勝 Ver 2.0 연영석,태준식,Wide Angle: Korean Documentary,,
